re_Code;re_Text;re_CodeF;re_Hauptdiagnose;re_Nebendiagnose;re_Prozedur
9665t;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 52 bis 54 Therapieeinheiten pro Woche;9-665.t;0;0;1
9665u;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 54 bis 56 Therapieeinheiten pro Woche;9-665.u;0;0;1
9665v;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 56 bis 58 Therapieeinheiten pro Woche;9-665.v;0;0;1
9665w;Regelbehandlung bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Jugendlichen mit durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen: mehr als 58 Therapieeinheiten pro Woche;9-665.w;0;0;1
967020;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mindestens 2 bis 6 Stunden pro Tag: An 1 Tag pro Woche;9-670.20;0;0;1
967021;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mindestens 2 bis 6 Stunden pro Tag: An 2 Tagen pro Woche;9-670.21;0;0;1
967022;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mindestens 2 bis 6 Stunden pro Tag: An 3 Tagen pro Woche;9-670.22;0;0;1
967023;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mindestens 2 bis 6 Stunden pro Tag: An 4 Tagen pro Woche;9-670.23;0;0;1
967024;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mindestens 2 bis 6 Stunden pro Tag: An 5 Tagen pro Woche;9-670.24;0;0;1
967025;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mindestens 2 bis 6 Stunden pro Tag: An 6 Tagen pro Woche;9-670.25;0;0;1
967026;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mindestens 2 bis 6 Stunden pro Tag: An 7 Tagen pro Woche;9-670.26;0;0;1
967030;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 6 bis 12 Stunden pro Tag: An 1 Tag pro Woche;9-670.30;0;0;1
967031;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 6 bis 12 Stunden pro Tag: An 2 Tagen pro Woche;9-670.31;0;0;1
967032;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 6 bis 12 Stunden pro Tag: An 3 Tagen pro Woche;9-670.32;0;0;1
967033;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 6 bis 12 Stunden pro Tag: An 4 Tagen pro Woche;9-670.33;0;0;1
967034;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 6 bis 12 Stunden pro Tag: An 5 Tagen pro Woche;9-670.34;0;0;1
967040;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 Stunden pro Tag: An 1 Tag pro Woche;9-670.40;0;0;1
967041;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 Stunden pro Tag: An 2 Tagen pro Woche;9-670.41;0;0;1
967042;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 Stunden pro Tag: An 3 Tagen pro Woche;9-670.42;0;0;1
967043;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 Stunden pro Tag: An 4 Tagen pro Woche;9-670.43;0;0;1
967044;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 Stunden pro Tag: An 5 Tagen pro Woche;9-670.44;0;0;1
967045;Intensive Beaufsichtigung mit Überwachung in einer Kleinstgruppe bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 Stunden pro Tag: An 6 Tagen pro Woche;9-670.45;0;0;1
967100;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: 1 bis 2 Stunden pro Tag: An 1 Tag pro Woche;9-671.00;0;0;1
967101;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: 1 bis 2 Stunden pro Tag: An 2 Tagen pro Woche;9-671.01;0;0;1
967102;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: 1 bis 2 Stunden pro Tag: An 3 Tagen pro Woche;9-671.02;0;0;1
967103;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: 1 bis 2 Stunden pro Tag: An 4 Tagen pro Woche;9-671.03;0;0;1
967104;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: 1 bis 2 Stunden pro Tag: An 5 Tagen pro Woche;9-671.04;0;0;1
967105;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: 1 bis 2 Stunden pro Tag: An 6 Tagen pro Woche;9-671.05;0;0;1
967110;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 2 bis 4 Stunden pro Tag: An 1 Tag pro Woche;9-671.10;0;0;1
967111;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 2 bis 4 Stunden pro Tag: An 2 Tagen pro Woche;9-671.11;0;0;1
967112;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 2 bis 4 Stunden pro Tag: An 3 Tagen pro Woche;9-671.12;0;0;1
967113;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 2 bis 4 Stunden pro Tag: An 4 Tagen pro Woche;9-671.13;0;0;1
967114;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 2 bis 4 Stunden pro Tag: An 5 Tagen pro Woche;9-671.14;0;0;1
967115;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 2 bis 4 Stunden pro Tag: An 6 Tagen pro Woche;9-671.15;0;0;1
967120;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 4 bis 8 Stunden pro Tag: An 1 Tag pro Woche;9-671.20;0;0;1
967121;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 4 bis 8 Stunden pro Tag: An 2 Tagen pro Woche;9-671.21;0;0;1
967122;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 4 bis 8 Stunden pro Tag: An 3 Tagen pro Woche;9-671.22;0;0;1
967123;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 4 bis 8 Stunden pro Tag: An 4 Tagen pro Woche;9-671.23;0;0;1
967124;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 4 bis 8 Stunden pro Tag: An 5 Tagen pro Woche;9-671.24;0;0;1
967125;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 4 bis 8 Stunden pro Tag: An 6 Tagen pro Woche;9-671.25;0;0;1
967126;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 4 bis 8 Stunden pro Tag: An 7 Tagen pro Woche;9-671.26;0;0;1
967130;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 8 bis 12 Stunden pro Tag: An 1 Tag pro Woche;9-671.30;0;0;1
967131;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 8 bis 12 Stunden pro Tag: An 2 Tagen pro Woche;9-671.31;0;0;1
967132;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 8 bis 12 Stunden pro Tag: An 3 Tagen pro Woche;9-671.32;0;0;1
967133;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 8 bis 12 Stunden pro Tag: An 4 Tagen pro Woche;9-671.33;0;0;1
967134;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 8 bis 12 Stunden pro Tag: An 5 Tagen pro Woche;9-671.34;0;0;1
967136;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 8 bis 12 Stunden pro Tag: An 7 Tagen pro Woche;9-671.36;0;0;1
967140;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 bis 18 Stunden pro Tag: An 1 Tag pro Woche;9-671.40;0;0;1
967141;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 bis 18 Stunden pro Tag: An 2 Tagen pro Woche;9-671.41;0;0;1
967142;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 bis 18 Stunden pro Tag: An 3 Tagen pro Woche;9-671.42;0;0;1
967143;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 bis 18 Stunden pro Tag: An 4 Tagen pro Woche;9-671.43;0;0;1
967144;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 bis 18 Stunden pro Tag: An 5 Tagen pro Woche;9-671.44;0;0;1
967145;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 bis 18 Stunden pro Tag: An 6 Tagen pro Woche;9-671.45;0;0;1
967146;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 12 bis 18 Stunden pro Tag: An 7 Tagen pro Woche;9-671.46;0;0;1
967150;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 18 Stunden pro Tag: An 1 Tag pro Woche;9-671.50;0;0;1
967151;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 18 Stunden pro Tag: An 2 Tagen pro Woche;9-671.51;0;0;1
967152;Einzelbetreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen: Mehr als 18 Stunden pro Tag: An 3 Tagen pro Woche;9-671.52;0;0;1
96840;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: 1/5 bis 2 Therapieeinheiten pro Woche;9-684.0;0;0;1
96841;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 2 bis 4 Therapieeinheiten pro Woche;9-684.1;0;0;1
96842;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 4 bis 6 Therapieeinheiten pro Woche;9-684.2;0;0;1
96843;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 6 bis 8 Therapieeinheiten pro Woche;9-684.3;0;0;1
96844;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 8 bis 10 Therapieeinheiten pro Woche;9-684.4;0;0;1
96845;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 10 bis 12 Therapieeinheiten pro Woche;9-684.5;0;0;1
96846;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 12 bis 14 Therapieeinheiten pro Woche;9-684.6;0;0;1
96847;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 14 bis 16 Therapieeinheiten pro Woche;9-684.7;0;0;1
96848;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 16 bis 18 Therapieeinheiten pro Woche;9-684.8;0;0;1
96849;Behandlung im besonderen Setting bei psychischen und psychosomatischen Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit durch Ärzte und/oder Psychologen erbrachten Therapieeinheiten: mehr als 18 bis 20 Therapieeinheiten pro Woche;9-684.9;0;0;1
96850;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit 1/5 bis 2 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;9-685.0;0;0;1
96851;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 2 bis 4 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;9-685.1;0;0;1
96852;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 4 bis 6 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;9-685.2;0;0;1
96853;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 6 bis 8 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;9-685.3;0;0;1
96854;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 8 bis 10 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;9-685.4;0;0;1
96855;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 10 bis 12 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;9-685.5;0;0;1
96856;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 12 bis 14 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;9-685.6;0;0;1
96857;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 14 bis 16 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;9-685.7;0;0;1
96858;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 16 bis 18 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;9-685.8;0;0;1
96859;Behandlung im besonderen Setting bei psychischen und psychosomat. Störungen und Verhaltensstörungen bei Kindern und Jugendlichen mit mehr als 18 bis 20 durch Spezialtherapeuten und/oder pädagogisch-pflegerische Fachpersonen erbrachten TEen pro Woche;9-685.9;0;0;1
